position,author_name,link,volgers,favorieten,gelezen,aanhetlezen,wiliklezen,favoriet,recensies,artikelen,newsroom,spots,topics
2016,Eric-Emmanuel Schmitt,https://www.hebban.nl/auteur/eric-emmanuel-schmitt-2,2,22,273,21,83,22,8,,,,
2017,Mark Janssen,https://www.hebban.nl/auteur/mark-janssen,13,11,236,1,115,11,24,4,1,12,
2018,Karen Miller,https://www.hebban.nl/auteur/karen-miller,17,7,251,5,202,7,16,1,,,
2019,Simon Carmiggelt,https://www.hebban.nl/auteur/simon-carmiggelt,13,11,404,7,142,11,13,,,3,
2020,Anders de la Motte,https://www.hebban.nl/auteur/anders-de-la-motte,15,9,217,4,228,9,26,,,1,
2021,Amy Tintera,https://www.hebban.nl/auteur/amy-tintera,14,9,180,4,126,9,19,1,,3,
2022,Karin Kallenberg,https://www.hebban.nl/auteur/karin-kallenberg-2,19,4,110,0,75,4,67,,,,
2023,Thirza Meta,https://www.hebban.nl/auteur/thirza-meta,14,9,161,3,109,9,37,1,,1,
2024,Freek van Apeldoorn,https://www.hebban.nl/auteur/freek-van-apeldoorn,20,3,16,0,1,3,10,,,3,
2025,Stella Bergsma,https://www.hebban.nl/auteur/stella-bergsma,9,14,147,8,124,14,42,2,2,3,
2026,Mary Kubica,https://www.hebban.nl/auteur/mary-kubica,12,11,500,16,473,11,30,3,,,
2027,Nicola Moriarty,https://www.hebban.nl/auteur/nicola-moriarty,11,12,242,5,348,12,72,3,,6,
2028,Alan Gratz,https://www.hebban.nl/auteur/alan-gratz,6,17,318,8,299,17,22,2,,7,
2029,Elizabeth Brundage,https://www.hebban.nl/auteur/e-brundage,10,13,175,7,177,13,30,1,,6,
2030,Wendy van Mieghem,https://www.hebban.nl/auteur/wendy-van-mieghem,21,2,26,6,23,2,16,,,,
2031,Monika Peetz,https://www.hebban.nl/auteur/monika-peetz,14,9,528,5,193,9,28,1,,,
2032,Hetty Kleinloog,https://www.hebban.nl/auteur/hetty-kleinloog,9,14,168,6,171,14,38,1,,,
2033,Svetlana Alexijevitsj,https://www.hebban.nl/auteur/svetlana-alexijevitsj-2,6,17,139,8,179,17,3,2,,,
2034,Violet Leroy,https://www.hebban.nl/auteur/violet-leroy,17,6,111,0,85,6,42,,,2,
2035,Sarah E. Ladd,https://www.hebban.nl/auteur/sarah-e-ladd,12,11,705,12,438,11,22,,,4,
2036,Tina Frennstedt,https://www.hebban.nl/auteur/tina-frennstedt,17,6,366,11,568,6,39,2,1,,
2037,Claudia Boon,https://www.hebban.nl/auteur/claudia-boon,16,7,42,2,76,7,20,,,2,
2038,Joseph O'Connor,https://www.hebban.nl/auteur/joseph-oconnor,8,15,159,2,64,15,16,,,,
2039,David Foenkinos,https://www.hebban.nl/auteur/david-foenkinos,6,17,185,2,95,17,20,,,5,
2040,Wilma Wuite,https://www.hebban.nl/auteur/wilma-wuite,22,,10,1,4,1,3,,,,
2041,Jacqueline Carey,https://www.hebban.nl/auteur/jacqueline-carey,7,16,90,0,31,16,1,3,,2,
2042,RaeAnne Thayne,https://www.hebban.nl/auteur/raeanne-thayne,15,8,418,12,391,8,2,,,3,
2043,Jason Reynolds,https://www.hebban.nl/auteur/jason-reynolds,4,19,228,3,245,19,24,1,,4,
2044,Elly Petri,https://www.hebban.nl/auteur/elly-petri,20,3,13,1,7,3,11,,,,
2045,Annemiek Steur,https://www.hebban.nl/auteur/annemiek-steur,21,2,20,0,20,2,11,,,1,
2046,Jim Butcher,https://www.hebban.nl/auteur/jim-butcher,12,11,186,5,118,11,7,,,3,
2047,Annet Huizing,https://www.hebban.nl/auteur/annet-huizing,4,19,233,6,160,19,20,1,,2,
2048,Latoya Moirae,https://www.hebban.nl/auteur/latoya-moirae,15,8,76,1,102,8,42,,,,
2049,Ronald van den Broek,https://www.hebban.nl/auteur/ronald-van-den-broek,18,5,115,3,100,5,25,1,,,
2050,Lissa Kemp,https://www.hebban.nl/auteur/lissa-kemp,23,,4,0,7,0,2,,,1,
2051,Nikolaj Gogol,https://www.hebban.nl/auteur/nikolaj-gogol-2,2,21,250,12,111,22,14,,,4,
2052,Geneva Lee,https://www.hebban.nl/auteur/geneva-lee,4,19,554,17,229,19,7,,,6,
2053,Marjolijn van Heemstra,https://www.hebban.nl/auteur/marjolijn-van-heemstra-2,4,19,463,9,195,19,58,3,6,8,
2054,Rinske Oenema,https://www.hebban.nl/auteur/rinske-oenema,20,3,26,2,24,3,10,,,,
2055,Annemarie Snels,https://www.hebban.nl/auteur/annemarie-snels,15,8,67,3,123,8,29,,,,
2056,Piet Prins,https://www.hebban.nl/auteur/piet-prins,6,17,230,6,26,17,2,,,1,
2057,Carolien Spaans,https://www.hebban.nl/auteur/carolien-spaans,2,21,483,9,330,21,34,5,1,2,
2058,Kortsmit & Lotz,https://www.hebban.nl/auteur/kortsmit-lotz,22,,182,2,123,1,40,,,,
2059,David Ellis,https://www.hebban.nl/auteur/david-ellis,18,5,214,5,121,5,33,,,1,
2060,Alex van Galen,https://www.hebban.nl/auteur/alex-van-galen,15,8,201,3,80,8,45,2,,,
2061,Roddy Doyle,https://www.hebban.nl/auteur/roddy-doyle,6,17,303,3,83,17,11,,,3,
2062,Gabrielle Zevin,https://www.hebban.nl/auteur/gabrielle-zevin,5,18,206,3,109,18,9,,,1,
2063,Barbara Wood,https://www.hebban.nl/auteur/barbara-wood,13,10,179,6,106,10,5,,,1,
2064,Lieve Joris,https://www.hebban.nl/auteur/lieve-joris,15,8,404,16,164,8,18,,1,2,1
2065,Chris Ryan,https://www.hebban.nl/auteur/chris-ryan,16,7,383,11,275,7,22,,,2,
2066,Maresa Jacobse,https://www.hebban.nl/auteur/maresa-jacobse,22,,7,0,0,1,5,1,,1,
2067,Elle van den Bogaart,https://www.hebban.nl/auteur/elle-van-den-bogaart,9,14,187,7,155,14,25,2,,,
2068,A.J. Finn,https://www.hebban.nl/auteur/aj-finn,11,12,834,31,699,12,59,1,,7,
2069,Andrea Claudia Hoffmann,https://www.hebban.nl/auteur/andrea-claudia-hoffmann,,22,331,7,215,22,19,1,,,
2070,Bruce Springsteen,https://www.hebban.nl/auteur/bruce-springsteen,4,19,125,27,74,19,4,,,,
2071,Holly Seddon,https://www.hebban.nl/auteur/holly-seddon,12,11,265,4,206,11,16,,,,
2072,Jean-Claude van Rijckeghem,https://www.hebban.nl/auteur/jean-claude-van-rijckeghem,4,19,179,4,86,19,13,,,1,
2073,Graham Norton,https://www.hebban.nl/auteur/graham-norton,17,6,263,2,137,6,64,3,,2,
2074,Casey Hill,https://www.hebban.nl/auteur/casey-hill,16,7,154,4,72,7,49,,,,
2075,Trevor Noah,https://www.hebban.nl/auteur/trevor-noah,3,20,149,5,66,20,14,3,1,2,
2076,Georgia Hunter,https://www.hebban.nl/auteur/georgia-hunter,0,23,256,7,212,23,8,,,1,
2077,Marie Force,https://www.hebban.nl/auteur/marie-force,17,6,328,7,138,6,6,,,1,
2078,Karen Joy Fowler,https://www.hebban.nl/auteur/karen-joy-fowler,7,16,131,2,76,16,7,1,,1,
2079,John Grogan,https://www.hebban.nl/auteur/john-grogan,2,21,213,0,56,21,11,,,,
2080,Hannah Green,https://www.hebban.nl/auteur/hannah-green,2,21,224,2,43,21,2,,,,
2081,Julia Heaberlin,https://www.hebban.nl/auteur/julia-heaberlin,14,9,461,13,399,9,26,1,,2,
2082,Waris Dirie,https://www.hebban.nl/auteur/waris-dirie,3,20,489,3,132,20,14,,,3,
2083,William R. Forstchen,https://www.hebban.nl/auteur/william-r-forstchen,10,13,268,9,189,13,20,,,4,
2084,Rachel Hawkins,https://www.hebban.nl/auteur/rachel-hawkins,4,19,402,10,377,19,30,,,4,
2085,Willem-Jan Verlinden,https://www.hebban.nl/auteur/willem-jan-verlinden,23,,51,4,46,0,35,1,,1,
2086,Alison Belsham,https://www.hebban.nl/auteur/alison-belsham,9,14,351,10,338,14,21,1,,,
2087,Susanne Koster,https://www.hebban.nl/auteur/susanne-koster,6,17,129,2,106,17,49,,,,
2088,Berthold Gunster,https://www.hebban.nl/auteur/berthold-gunster,5,18,331,45,202,18,11,4,,,
2089,Tim Willocks,https://www.hebban.nl/auteur/tim-willocks,11,12,78,3,83,12,12,,,1,
2090,Karin Luiten,https://www.hebban.nl/auteur/karin-luiten,12,10,103,3,47,10,6,6,,1,
2091,Russell Shorto,https://www.hebban.nl/auteur/russell-shorto,7,15,131,8,117,15,8,,,2,
2092,Dirk De Wachter,https://www.hebban.nl/auteur/dirk-de-wachter,9,13,273,28,333,13,7,2,,,
2093,Abigail Gibbs,https://www.hebban.nl/auteur/abigail-gibbs,12,10,108,2,75,10,7,1,,,
2094,Solomon Northup,https://www.hebban.nl/auteur/solomon-northup,6,16,190,5,158,16,12,2,,4,
2095,Richard Powers,https://www.hebban.nl/auteur/richard-powers,2,20,107,14,183,20,9,,,4,
2096,Willem Jan Otten,https://www.hebban.nl/auteur/willem-jan-otten,7,15,231,4,65,15,4,,,3,
2097,Laurell K. Hamilton,https://www.hebban.nl/auteur/laurell-k-hamilton,16,6,74,0,21,6,7,1,,1,
2098,David Arnold,https://www.hebban.nl/auteur/david-arnold,8,14,249,9,233,14,25,1,,10,
2099,Lidewij Martens,https://www.hebban.nl/auteur/lidewij-martens,4,18,250,7,383,18,56,1,1,,
2100,Marguerite Yourcenar,https://www.hebban.nl/auteur/marguerite-yourcenar,3,19,103,6,72,19,3,,,2,
2101,Martin Amis,https://www.hebban.nl/auteur/martin-amis,12,10,102,4,98,10,13,1,,,
2102,Krista Middel,https://www.hebban.nl/auteur/krista-middel,22,,4,0,16,0,2,,,1,
2103,Peter van Beek,https://www.hebban.nl/auteur/peter-van-beek,15,7,117,4,74,7,12,,,,
2104,Jos Lammers,https://www.hebban.nl/auteur/jos-lammers,20,2,24,2,14,2,4,,,1,
2105,Tony Crabbe,https://www.hebban.nl/auteur/tony-crabbe,2,20,197,37,188,20,23,1,,2,
2106,Patrick Lagrou,https://www.hebban.nl/auteur/patrick-lagrou,5,17,395,5,90,17,19,,,2,
2107,Michael Morpurgo,https://www.hebban.nl/auteur/michael-morpurgo,7,15,177,7,60,15,6,,,3,
2108,Amy Tan,https://www.hebban.nl/auteur/amy-tan,7,15,340,5,68,15,4,,,,
2109,Gustaaf Peek,https://www.hebban.nl/auteur/gustaaf-peek,9,13,231,9,114,13,20,1,,,
2110,Robert Terpstra,https://www.hebban.nl/auteur/robert-terpstra,2,20,60,2,47,20,50,,,1,
2111,Sarina Bowen,https://www.hebban.nl/auteur/sarina-bowen-2,4,18,250,6,203,18,22,,,,
2112,Frode Granhus,https://www.hebban.nl/auteur/frode-granhus,20,2,136,3,98,2,16,,,,
2113,Janine Jongsma,https://www.hebban.nl/auteur/janine-jongsma,22,,2,0,1,0,2,,,,
2114,Kelly Barnhill,https://www.hebban.nl/auteur/kelly-barnhill,0,22,190,7,152,22,18,,,4,
2115,Frank Gunning,https://www.hebban.nl/auteur/frank-gunning,19,3,29,2,14,3,11,1,,3,
2116,Marie-Louise Klomp,https://www.hebban.nl/auteur/marie-louise-klomp,21,,16,1,10,1,9,,,,
2117,Kallentoft & Lutteman,https://www.hebban.nl/auteur/kallentoft-lutteman,16,6,236,3,138,6,11,,,,
2118,Graeme Macrae Burnet,https://www.hebban.nl/auteur/graeme-macrae-burnet,7,15,370,11,281,15,23,4,,2,
2119,Valeria Luiselli,https://www.hebban.nl/auteur/valeria-luiselli,4,18,183,5,234,18,12,,2,2,
2120,Jolien Tonnon,https://www.hebban.nl/auteur/jolien-tonnon,20,2,22,0,13,2,8,2,,,
2121,Carolyn Keene,https://www.hebban.nl/auteur/carolyn-keene,4,18,110,0,11,18,0,,,1,
2122,Othilie Bailly,https://www.hebban.nl/auteur/othilie-bailly,,21,159,3,92,21,9,,,,
2123,Dante Alighieri,https://www.hebban.nl/auteur/dante-alighieri,8,14,177,14,124,14,4,,,11,
2124,Alison Gaylin,https://www.hebban.nl/auteur/alison-gaylin,16,6,372,12,268,6,18,1,,2,
2125,Arjan Hoks,https://www.hebban.nl/auteur/arjan-hoks,7,15,48,12,35,15,9,2,,,
2126,Jerzy Kosinski,https://www.hebban.nl/auteur/jerzy-kosinski,,21,369,3,63,21,6,,,,
2127,Sylvain Neuvel,https://www.hebban.nl/auteur/sylvain-neuvel,10,12,240,3,238,12,33,,,8,
2128,Miranda Peters,https://www.hebban.nl/auteur/miranda-peters,6,16,257,9,327,16,86,,,3,
2129,Ellen de Visser,https://www.hebban.nl/auteur/ellen-de-visser-,0,22,538,22,252,22,13,,,,
2130,Megan Shepherd,https://www.hebban.nl/auteur/megan-shepherd,12,10,266,12,293,10,14,2,,5,
2131,Gabriel Tallent,https://www.hebban.nl/auteur/gabriel-tallent,0,22,169,8,153,22,9,,,3,
2132,Kathryn Littlewood,https://www.hebban.nl/auteur/kathryn-littlewood,4,18,150,7,90,18,3,,,1,
2133,Monique Koemans,https://www.hebban.nl/auteur/monique-koemans,21,,53,0,19,1,14,1,,,
2134,Mark Schaevers,https://www.hebban.nl/auteur/mark-schaevers,4,18,72,2,90,18,10,2,,1,
2135,Toine Heijmans,https://www.hebban.nl/auteur/toine-heijmans,7,15,187,7,105,15,13,,,1,
2136,Koen Romeijn,https://www.hebban.nl/auteur/koen-romeijn,21,,20,2,6,1,13,,,4,
2137,Augusta Nijzing,https://www.hebban.nl/auteur/augusta-nijzing,21,,3,0,1,1,2,,,2,
2138,Edmund de Waal,https://www.hebban.nl/auteur/edmund-de-waal,4,18,102,9,54,18,2,,,5,
2139,Dirk Ayelt Kooiman,https://www.hebban.nl/auteur/dirk-ayelt-kooiman,,21,180,5,28,21,3,,1,,
2140,Marc ter Horst,https://www.hebban.nl/auteur/marc-ter-horst,20,2,44,2,22,2,7,,,,
2141,Aster Berkhof,https://www.hebban.nl/auteur/aster-berkhof,7,15,240,1,39,15,9,,,1,
2142,Marc Elsberg,https://www.hebban.nl/auteur/marc-elsberg,12,10,75,1,38,10,8,,,,
2143,Cynan Jones,https://www.hebban.nl/auteur/cynan-jones,4,18,186,4,190,18,10,,,,
2144,Yvonne Kroonenberg,https://www.hebban.nl/auteur/yvonne-kroonenberg,14,8,381,2,81,8,12,2,,2,
2145,Alyson Richman,https://www.hebban.nl/auteur/alyson-richman,7,15,195,4,236,15,19,,,4,
2146,Janny Wurts,https://www.hebban.nl/auteur/janny-wurts,6,16,338,4,65,16,10,,,,
2147,Martina Cole,https://www.hebban.nl/auteur/martina-cole,14,8,232,3,71,8,23,,,,
2148,Barack Obama,https://www.hebban.nl/auteur/barack-obama,2,20,173,130,668,20,17,,5,,
2149,Doeschka Meijsing,https://www.hebban.nl/auteur/doeschka-meijsing,8,14,331,6,115,14,14,,,4,
2150,Mary E. Pearson,https://www.hebban.nl/auteur/mary-e-pearson,2,20,123,4,98,20,8,,,7,
2151,Yvonne Deinert,https://www.hebban.nl/auteur/yvonne-deinert,21,,40,0,11,1,15,,,1,
2152,Esther Schellart,https://www.hebban.nl/auteur/esther-schellart,21,,12,2,15,1,2,,,,
2153,Tom Bergs,https://www.hebban.nl/auteur/tom-bergs,12,10,165,5,89,10,44,,,1,
2154,Vivianne de Caluwé,https://www.hebban.nl/auteur/vivianne-de-caluwe,3,19,45,3,10,19,6,,,,
2155,Amin Maalouf,https://www.hebban.nl/auteur/amin-maalouf,5,17,99,4,78,17,4,,,,
2156,John Lescroart,https://www.hebban.nl/auteur/john-lescroart,13,9,316,6,64,9,24,1,,,
2157,Jackie Collins,https://www.hebban.nl/auteur/jackie-collins,10,12,455,5,129,12,4,1,,4,
2158,Michael Christie,https://www.hebban.nl/auteur/michael-christie,3,18,94,16,276,18,28,3,,,
2159,Jannie Regnerus,https://www.hebban.nl/auteur/jannie-regnerus,2,19,197,4,178,19,11,,,,
2160,Bianca Nederlof,https://www.hebban.nl/auteur/bianca-nederlof,16,5,169,5,107,5,45,2,,3,
2161,Simone St. James,https://www.hebban.nl/auteur/simone-st-james,6,15,373,11,340,15,17,,,1,
2162,Martin Österdahl,https://www.hebban.nl/auteur/martin-osterdahl,14,7,135,1,239,7,8,,,,
2163,Sofia Caspari,https://www.hebban.nl/auteur/sofia-caspari,12,9,175,5,155,9,10,,,2,
2164,Simo Hiltunen,https://www.hebban.nl/auteur/simo-hiltunen,12,9,138,0,157,9,12,,,,
2165,Hafid Bouazza,https://www.hebban.nl/auteur/hafid-bouazza,12,9,169,2,58,9,8,1,,1,
2166,Klaske Bakker,https://www.hebban.nl/auteur/klaske-bakker,19,2,10,1,9,2,6,,,2,
2167,Vanessa Diffenbaugh,https://www.hebban.nl/auteur/vanessa-diffenbaugh,3,18,103,2,35,18,12,,,,
2168,Frans de Waal,https://www.hebban.nl/auteur/frans-de-waal,16,5,152,22,208,5,7,,,,
2169,Linda Olsson,https://www.hebban.nl/auteur/linda-olsson,10,11,208,5,171,11,33,1,,5,
2170,Ian Fleming,https://www.hebban.nl/auteur/ian-fleming,15,6,300,2,49,6,11,10,2,1,
2171,Wytske Versteeg,https://www.hebban.nl/auteur/wytske-versteeg,14,7,181,3,124,7,21,2,1,2,
2172,Marjolijn de Cocq,https://www.hebban.nl/auteur/marjolijn-de-cocq,21,,11,0,14,0,6,3,,,
2173,Merlijn Kamerling,https://www.hebban.nl/auteur/merlijn-kamerling,,20,346,25,426,20,18,1,,,
2174,Miriam Borgermans,https://www.hebban.nl/auteur/miriam-borgermans,6,15,159,1,191,15,22,,,4,
2175,Emile Zola,https://www.hebban.nl/auteur/emile-zola,5,16,178,7,144,16,10,,,9,
2176,Marcel Möring,https://www.hebban.nl/auteur/marcel-moring,7,14,368,10,167,14,13,2,1,2,
2177,Nina Polak,https://www.hebban.nl/auteur/nina-polak,10,11,267,10,193,11,11,1,4,3,
2178,Henriëtte Kan-Hemmink,https://www.hebban.nl/auteur/henriette-kan-hemmink-5,7,14,110,6,68,14,14,,,,
2179,Curtis Sittenfeld,https://www.hebban.nl/auteur/curtis-sittenfeld,7,14,238,8,183,14,56,,,2,
2180,L.S. Hilton,https://www.hebban.nl/auteur/ls-hilton,13,8,479,12,291,8,44,3,,6,
2181,Ashley Elston,https://www.hebban.nl/auteur/ashley-elston,2,19,225,3,332,19,35,,,,
2182,Torben Kuhlmann,https://www.hebban.nl/auteur/torben-kuhlmann,,20,121,0,60,20,15,,,6,
2183,Michael Tsokos,https://www.hebban.nl/auteur/michael-tsokos,3,18,342,6,202,18,24,,,,
2184,Dalai Lama,https://www.hebban.nl/auteur/zh-de-dalai-lama,5,16,146,27,154,16,10,,,,
2185,Andrew Pyper,https://www.hebban.nl/auteur/andrew-pyper,14,7,119,4,74,7,12,,,,
2186,Baantjer & De Waal,https://www.hebban.nl/auteur/baantjer-de-waal,0,21,0,0,0,0,0,,,,
2187,Loes Janse,https://www.hebban.nl/auteur/loes-janse,21,,1,0,0,0,1,,,,
2188,Annabel Jonk,https://www.hebban.nl/auteur/annabel-jonk,3,18,149,2,158,18,60,5,,1,
2189,Sarah-Kate Lynch,https://www.hebban.nl/auteur/sarah-kate-lynch,5,16,177,0,86,16,16,1,,,
2190,Samantha Young,https://www.hebban.nl/auteur/samantha-young,12,9,394,6,211,9,10,,,,
2191,Joris van Casteren,https://www.hebban.nl/auteur/joris-van-casteren,8,13,302,6,68,13,16,,,1,
2192,Sarah Moore Fitzgerald,https://www.hebban.nl/auteur/sarah-moore-fitzgerald-2,10,11,187,2,119,11,46,,,3,
2193,Gerda van Erkel,https://www.hebban.nl/auteur/gerda-van-erkel,5,16,102,5,44,16,2,,,,
2194,Raymond Chandler,https://www.hebban.nl/auteur/raymond-chandler,12,9,93,2,61,9,4,2,,,
2195,Jessica Warman,https://www.hebban.nl/auteur/jessica-warman,8,13,119,0,74,13,9,,,1,
2196,Marlene van Niekerk,https://www.hebban.nl/auteur/marlene-van-niekerk,,20,90,7,68,20,6,,,,
2197,Esther Vermeulen,https://www.hebban.nl/auteur/e-vermeulen,14,7,468,4,233,7,66,,,2,
2198,Heather Gudenkauf,https://www.hebban.nl/auteur/heather-gudenkauf,11,10,279,4,104,10,43,,,,
2199,Clark Accord,https://www.hebban.nl/auteur/clark-accord,8,13,69,4,27,13,2,,,,
2200,Hendrik Jan Korterink,https://www.hebban.nl/auteur/hendrik-jan-korterink,9,12,183,16,160,12,6,6,3,,
2201,Top Naeff,https://www.hebban.nl/auteur/top-naeff,0,21,323,1,21,21,5,,,2,
2202,Gill Paul,https://www.hebban.nl/auteur/gill-paul,7,14,282,7,246,14,38,2,,16,
2203,Tess Franke,https://www.hebban.nl/auteur/tess-franke,20,,151,1,52,1,19,1,,,
2204,Eric Wewerinke,https://www.hebban.nl/auteur/eric-wewerinke,14,7,119,4,148,7,44,1,,,
2205,Anna James,https://www.hebban.nl/auteur/anna-james,3,18,180,6,128,18,8,,,,
2206,A.J. Betts,https://www.hebban.nl/auteur/aj-betts,6,15,111,1,63,15,9,,,1,
2207,Inger Frimansson,https://www.hebban.nl/auteur/inger-frimansson,12,9,220,5,90,9,13,,,,
2208,Erica Spindler,https://www.hebban.nl/auteur/erica-spindler,18,3,266,2,131,3,41,,,,
2209,Randy Alcorn,https://www.hebban.nl/auteur/randy-alcorn,11,10,114,2,37,10,6,,,,
2210,Douglas Reeman,https://www.hebban.nl/auteur/d-reeman,3,18,124,2,12,18,0,,,,
2211,Kim Heijdenrijk,https://www.hebban.nl/auteur/kim-heijdenrijk,20,,41,2,44,0,3,,,,
2212,Micha Meinderts,https://www.hebban.nl/auteur/micha-meinderts,21,,46,0,62,0,12,,,1,
2213,Peter De Rick,https://www.hebban.nl/auteur/peter-de-rick,19,2,3,0,1,2,1,,,1,
2214,Pieter Feller,https://www.hebban.nl/auteur/pieter-feller,8,13,233,1,97,13,43,,,9,
2215,Dinie Bell,https://www.hebban.nl/auteur/dinie-bell,14,7,52,0,30,7,19,,,,
2216,Paul Thuis,https://www.hebban.nl/auteur/paul-thuis,13,8,13,1,7,8,2,,,,
2217,Bram Baptist,https://www.hebban.nl/auteur/bram-baptist,20,,5,0,5,1,1,,,,
2218,Melissa Daley,https://www.hebban.nl/auteur/melissa-daley,9,12,452,9,304,12,28,,,4,
2219,Laila Ibrahim,https://www.hebban.nl/auteur/laila-ibrahim,4,17,207,6,208,17,15,,,,
2220,Diana L. Paxson,https://www.hebban.nl/auteur/diana-l-paxson,6,15,171,2,77,15,0,,,,
2221,Michiel Stroink,https://www.hebban.nl/auteur/michiel-stroink,11,10,159,4,98,10,19,5,1,1,
2222,Katherine Applegate,https://www.hebban.nl/auteur/katherine-applegate,10,11,249,9,145,11,17,1,,2,
2223,Laurens van den Broek,https://www.hebban.nl/auteur/laurens-van-den-broek,19,2,11,2,7,2,3,,,,
2224,Pam Jenoff,https://www.hebban.nl/auteur/pam-jenoff,,20,344,8,419,20,24,,,1,
2225,Adrienne Young,https://www.hebban.nl/auteur/adrienne-young,4,17,129,3,146,17,16,,,4,
2226,Mike Jansen,https://www.hebban.nl/auteur/mike-jansen,17,4,108,3,70,4,32,,,5,
2227,Mart Smeets,https://www.hebban.nl/auteur/mart-smeets,13,8,705,7,155,8,14,1,1,1,
2228,David Sedaris,https://www.hebban.nl/auteur/david-sedaris,15,6,294,10,129,6,11,1,,1,
2229,Pauline Slot,https://www.hebban.nl/auteur/pauline-slot,3,18,392,10,155,18,22,2,,3,
2230,Ron Rash,https://www.hebban.nl/auteur/ron-rash,5,16,110,1,75,16,21,,,2,
2231,Kimberley Freeman,https://www.hebban.nl/auteur/kimberley-freeman,6,15,150,4,125,15,13,1,,2,
2232,Martin Gray,https://www.hebban.nl/auteur/martin-gray,0,21,192,1,62,21,7,1,,,
2233,Threes Anna,https://www.hebban.nl/auteur/threes-anna,8,13,84,0,31,13,13,2,,,
2234,Naomi Alderman,https://www.hebban.nl/auteur/naomi-alderman,6,15,269,12,172,15,59,1,,5,
2235,Van Rijckeghem & Van Beirs,https://www.hebban.nl/auteur/van-rijckeghem-van-beirs,5,15,114,1,50,15,6,,,,
2236,Thomas Acda,https://www.hebban.nl/auteur/thomas-acda,18,2,304,13,194,2,22,10,,1,
2237,Will Dean,https://www.hebban.nl/auteur/will-dean-2,11,9,199,31,707,9,31,2,,,
2238,Christina Baker Kline,https://www.hebban.nl/auteur/christina-baker-kline,,19,158,2,157,19,11,,,,
2239,Jules (J.A.) Deelder,https://www.hebban.nl/auteur/julius-anton-deelder,14,6,178,5,28,6,3,2,7,5,
2240,Jessica Fellowes,https://www.hebban.nl/auteur/jessica-fellowes,7,13,436,28,735,13,31,1,,1,
2241,Bas Haring,https://www.hebban.nl/auteur/bas-haring,18,2,152,8,41,2,5,,,,
2242,Hans Faber,https://www.hebban.nl/auteur/hans-faber,6,14,642,21,323,14,45,2,,,
2243,Jeroen van Inkel,https://www.hebban.nl/auteur/jeroen-van-inkel,19,,65,1,30,1,9,1,,,
2244,Antoinette Beumer,https://www.hebban.nl/auteur/antoinette-beumer,11,9,486,9,248,9,25,5,4,10,
2245,Hetty Verolme,https://www.hebban.nl/auteur/hetty-verolme,4,16,271,10,150,16,12,,,,
2246,Meta Gemert,https://www.hebban.nl/auteur/meta-gemert,20,,17,0,7,0,15,,,,
2247,Jeske Meinema,https://www.hebban.nl/auteur/jeske-meinema,19,,67,0,48,1,2,,,28,
2248,China Mieville,https://www.hebban.nl/auteur/china-mieville,8,12,63,4,56,12,5,,,2,
2249,Olga van der Meer,https://www.hebban.nl/auteur/olga-van-der-meer,16,4,417,4,334,4,44,5,,4,
2250,Donato Carrisi,https://www.hebban.nl/auteur/donato-carrisi,7,13,104,1,80,13,17,,,,
2251,Roderick Gordon,https://www.hebban.nl/auteur/roderick-gordon,6,14,162,2,124,14,6,,,,
2252,Sylvia Van Driessche,https://www.hebban.nl/auteur/sylvia-van-driessche-2,5,15,103,2,80,15,11,3,,6,
2253,Daniel Meyer,https://www.hebban.nl/auteur/daniel-meyer,18,2,22,0,6,0,9,,,4,
2254,Etty Hillesum,https://www.hebban.nl/auteur/etty-hillesum,,19,143,15,99,19,3,,,,
2255,Peter Nyström,https://www.hebban.nl/auteur/peter-nystrom,9,11,177,26,486,11,19,,,,
2256,Aravind Adiga,https://www.hebban.nl/auteur/aravind-adiga,5,15,246,8,124,15,13,,,,
2257,Marianne Busser,https://www.hebban.nl/auteur/marianne-busser,7,13,454,8,170,13,54,1,,13,
2258,Oubrerie Clement,https://www.hebban.nl/auteur/oubrerie-clement,0,20,0,0,0,0,0,,,,
2259,Marianne Grandia,https://www.hebban.nl/auteur/marianne-grandia,13,7,285,8,86,7,14,1,1,,
2260,Brian Selznick,https://www.hebban.nl/auteur/brian-selznick,3,17,216,2,62,17,18,,,4,
2261,Levi Weemoedt,https://www.hebban.nl/auteur/levi-weemoedt,10,10,467,13,159,10,12,,2,6,
